review_text,rating,helpful_yes,helpful_total,Time
Fast delivery and excellent quality,2,3,4,1623692852
Not satisfied with the quality,3,22,32,1623768605
"Terrible experience, would not recommend",5,1,4,1623844359
Exceeded my expectations,5,32,37,1623920112
Fast delivery and excellent quality,1,19,33,1623995866
Fast delivery and excellent quality,3,22,25,1624071619
Decent product for the price,2,0,0,1624147372
Fast delivery and excellent quality,1,2,3,1624223126
Exceeded my expectations,4,7,38,1624298879
"Terrible experience, would not recommend",4,7,25,1624374633
Packaging was damaged but product works,2,31,32,1624450386
"Average product, nothing special",2,28,32,1624526139
"Great product, works perfectly",1,6,7,1624601893
Very good quality and value for money,5,1,19,1624677646
"Poor build quality, stopped working",5,4,15,1624753399
"Great product, works perfectly",2,5,20,1624829153
Decent product for the price,2,27,44,1624904906
Fast delivery and excellent quality,5,15,25,1624980660
"Terrible experience, would not recommend",5,9,22,1625056413
Packaging was damaged but product works,3,3,17,1625132166
"Poor build quality, stopped working",1,12,30,1625207920
Not satisfied with the quality,1,41,41,1625283673
Packaging was damaged but product works,4,4,11,1625359427
"Average product, nothing special",3,0,0,1625435180
Fast delivery and excellent quality,1,8,41,1625510933
Very good quality and value for money,4,6,8,1625586687
"Poor build quality, stopped working",1,1,2,1625662440
Fast delivery and excellent quality,5,10,25,1625738194
"Poor build quality, stopped working",3,0,8,1625813947
Very good quality and value for money,1,1,41,1625889700
"Average product, nothing special",4,2,15,1625965454
Not satisfied with the quality,3,10,23,1626041207
Exceeded my expectations,5,49,49,1626116960
"Terrible experience, would not recommend",4,10,13,1626192714
Packaging was damaged but product works,3,2,2,1626268467
"Great product, works perfectly",5,14,33,1626344221
Not satisfied with the quality,3,10,32,1626419974
Not satisfied with the quality,5,30,49,1626495727
Decent product for the price,3,19,23,1626571481
"Poor build quality, stopped working",4,8,8,1626647234
"Poor build quality, stopped working",1,10,12,1626722988
Decent product for the price,3,0,1,1626798741
Packaging was damaged but product works,5,3,6,1626874494
"Poor build quality, stopped working",5,0,47,1626950248
Exceeded my expectations,2,4,20,1627026001
"Terrible experience, would not recommend",2,9,18,1627101755
"Great product, works perfectly",5,9,24,1627177508
"Great product, works perfectly",5,45,46,1627253261
Very good quality and value for money,1,1,21,1627329015
Very good quality and value for money,4,3,10,1627404768
"Terrible experience, would not recommend",3,1,32,1627480522
Fast delivery and excellent quality,5,17,31,1627556275
Fast delivery and excellent quality,1,12,20,1627632028
Not satisfied with the quality,2,4,38,1627707782
Not satisfied with the quality,5,19,19,1627783535
Decent product for the price,1,1,7,1627859288
"Average product, nothing special",4,10,41,1627935042
Very good quality and value for money,3,29,36,1628010795
"Average product, nothing special",3,1,8,1628086549
"Poor build quality, stopped working",3,5,24,1628162302
"Great product, works perfectly",4,22,24,1628238055
Not satisfied with the quality,2,27,32,1628313809
Fast delivery and excellent quality,4,1,1,1628389562
"Terrible experience, would not recommend",5,16,18,1628465316
Very good quality and value for money,5,21,45,1628541069
"Great product, works perfectly",2,10,19,1628616822
Packaging was damaged but product works,2,18,41,1628692576
"Terrible experience, would not recommend",3,16,40,1628768329
"Average product, nothing special",3,23,41,1628844083
Exceeded my expectations,3,3,28,1628919836
"Average product, nothing special",4,1,5,1628995589
Very good quality and value for money,1,13,16,1629071343
"Terrible experience, would not recommend",1,19,24,1629147096
Exceeded my expectations,3,35,37,1629222850
"Poor build quality, stopped working",4,3,3,1629298603
Packaging was damaged but product works,2,13,29,1629374356
"Average product, nothing special",4,3,19,1629450110
Packaging was damaged but product works,3,1,2,1629525863
"Terrible experience, would not recommend",5,8,22,1629601616
"Great product, works perfectly",5,11,17,1629677370
"Terrible experience, would not recommend",3,25,25,1629753123
Fast delivery and excellent quality,2,29,35,1629828877
Exceeded my expectations,3,6,7,1629904630
"Great product, works perfectly",2,7,16,1629980383
"Average product, nothing special",4,23,30,1630056137
"Poor build quality, stopped working",5,3,36,1630131890
Packaging was damaged but product works,4,30,44,1630207644
"Terrible experience, would not recommend",5,26,32,1630283397
Decent product for the price,3,25,26,1630359150
Very good quality and value for money,2,24,44,1630434904
"Average product, nothing special",5,0,3,1630510657
Very good quality and value for money,3,5,21,1630586411
"Great product, works perfectly",4,4,25,1630662164
Fast delivery and excellent quality,3,18,31,1630737917
"Average product, nothing special",1,7,23,1630813671
Fast delivery and excellent quality,5,8,45,1630889424
Fast delivery and excellent quality,2,14,34,1630965177
"Poor build quality, stopped working",5,35,36,1631040931
"Great product, works perfectly",5,24,31,1631116684
"Terrible experience, would not recommend",5,0,6,1631192438
Decent product for the price,4,6,32,1631268191
Exceeded my expectations,4,7,30,1631343944
Fast delivery and excellent quality,5,2,11,1631419698
"Great product, works perfectly",3,4,10,1631495451
"Poor build quality, stopped working",4,18,23,1631571205
"Average product, nothing special",4,6,7,1631646958
Not satisfied with the quality,3,5,31,1631722711
Not satisfied with the quality,3,18,37,1631798465
Decent product for the price,3,16,21,1631874218
"Poor build quality, stopped working",4,18,33,1631949972
"Great product, works perfectly",5,10,18,1632025725
"Poor build quality, stopped working",2,14,19,1632101478
Exceeded my expectations,5,9,13,1632177232
Exceeded my expectations,4,22,32,1632252985
"Terrible experience, would not recommend",5,2,9,1632328739
Not satisfied with the quality,4,13,15,1632404492
Not satisfied with the quality,5,2,3,1632480245
Exceeded my expectations,1,17,26,1632555999
"Poor build quality, stopped working",5,24,27,1632631752
Decent product for the price,1,42,42,1632707505
Decent product for the price,5,3,15,1632783259
Fast delivery and excellent quality,5,28,32,1632859012
"Average product, nothing special",3,21,47,1632934766
Not satisfied with the quality,2,17,18,1633010519
Exceeded my expectations,5,14,20,1633086272
"Poor build quality, stopped working",3,6,21,1633162026
"Great product, works perfectly",5,4,8,1633237779
"Average product, nothing special",2,6,8,1633313533
Decent product for the price,2,3,8,1633389286
Very good quality and value for money,5,9,26,1633465039
Very good quality and value for money,4,12,16,1633540793
"Poor build quality, stopped working",5,22,43,1633616546
Packaging was damaged but product works,3,22,44,1633692300
Packaging was damaged but product works,4,6,7,1633768053
Not satisfied with the quality,4,3,15,1633843806
"Great product, works perfectly",4,16,17,1633919560
Fast delivery and excellent quality,4,2,32,1633995313
"Poor build quality, stopped working",4,0,0,1634071067
Very good quality and value for money,3,4,11,1634146820
Very good quality and value for money,3,4,5,1634222573
"Great product, works perfectly",5,1,40,1634298327
Not satisfied with the quality,2,3,4,1634374080
Packaging was damaged but product works,4,0,15,1634449833
"Terrible experience, would not recommend",2,14,17,1634525587
Not satisfied with the quality,4,32,48,1634601340
Not satisfied with the quality,5,5,17,1634677094
Decent product for the price,2,0,0,1634752847
Fast delivery and excellent quality,1,6,18,1634828600
Fast delivery and excellent quality,2,2,7,1634904354
Very good quality and value for money,4,2,2,1634980107
Fast delivery and excellent quality,5,0,24,1635055861
Very good quality and value for money,1,2,4,1635131614
Not satisfied with the quality,5,25,39,1635207367
"Great product, works perfectly",3,11,18,1635283121
"Terrible experience, would not recommend",4,11,17,1635358874
"Great product, works perfectly",5,21,49,1635434628
Not satisfied with the quality,3,12,30,1635510381
Exceeded my expectations,4,27,32,1635586134
"Poor build quality, stopped working",1,13,46,1635661888
Packaging was damaged but product works,1,11,17,1635737641
"Poor build quality, stopped working",3,19,38,1635813394
"Terrible experience, would not recommend",1,11,15,1635889148
Fast delivery and excellent quality,4,10,15,1635964901
"Poor build quality, stopped working",3,37,46,1636040655
Fast delivery and excellent quality,4,33,37,1636116408
Not satisfied with the quality,2,38,40,1636192161
"Terrible experience, would not recommend",3,0,6,1636267915
Decent product for the price,4,8,13,1636343668
Packaging was damaged but product works,5,36,42,1636419422
Packaging was damaged but product works,1,0,47,1636495175
Exceeded my expectations,5,21,24,1636570928
Decent product for the price,4,14,31,1636646682
Very good quality and value for money,4,31,37,1636722435
Packaging was damaged but product works,4,7,21,1636798189
"Average product, nothing special",1,0,15,1636873942
Very good quality and value for money,1,17,28,1636949695
Packaging was damaged but product works,4,12,15,1637025449
Not satisfied with the quality,3,0,11,1637101202
"Terrible experience, would not recommend",5,4,16,1637176956
"Terrible experience, would not recommend",3,17,36,1637252709
"Average product, nothing special",2,15,26,1637328462
Not satisfied with the quality,5,9,24,1637404216
"Average product, nothing special",3,3,12,1637479969
Fast delivery and excellent quality,4,0,7,1637555722
"Great product, works perfectly",4,4,4,1637631476
Packaging was damaged but product works,5,1,11,1637707229
Not satisfied with the quality,5,23,40,1637782983
"Great product, works perfectly",4,0,2,1637858736
"Great product, works perfectly",4,30,34,1637934489
"Terrible experience, would not recommend",5,6,32,1638010243
"Terrible experience, would not recommend",3,16,21,1638085996
Decent product for the price,1,27,49,1638161750
Fast delivery and excellent quality,3,37,43,1638237503
Not satisfied with the quality,2,5,8,1638313256
Exceeded my expectations,4,14,40,1638389010
Not satisfied with the quality,4,4,17,1638464763
Fast delivery and excellent quality,4,14,49,1638540517
"Terrible experience, would not recommend",1,17,28,1638616270
"Terrible experience, would not recommend",5,24,38,1638692023
Packaging was damaged but product works,3,20,26,1638767777
"Poor build quality, stopped working",4,20,35,1638843530
"Terrible experience, would not recommend",4,37,44,1638919284
"Average product, nothing special",3,1,16,1638995037
Packaging was damaged but product works,2,26,33,1639070790
Very good quality and value for money,1,31,45,1639146544
"Poor build quality, stopped working",5,0,2,1639222297
"Poor build quality, stopped working",5,3,4,1639298050
"Average product, nothing special",4,11,13,1639373804
"Poor build quality, stopped working",2,2,2,1639449557
Exceeded my expectations,3,1,22,1639525311
"Terrible experience, would not recommend",5,25,38,1639601064
"Terrible experience, would not recommend",5,1,29,1639676817
Packaging was damaged but product works,2,13,49,1639752571
Fast delivery and excellent quality,1,14,44,1639828324
"Average product, nothing special",5,19,22,1639904078
"Terrible experience, would not recommend",3,1,26,1639979831
"Great product, works perfectly",3,3,9,1640055584
Decent product for the price,1,18,24,1640131338
"Terrible experience, would not recommend",4,8,12,1640207091
Not satisfied with the quality,5,6,15,1640282845
"Great product, works perfectly",5,29,40,1640358598
Fast delivery and excellent quality,4,12,33,1640434351
"Great product, works perfectly",4,26,36,1640510105
"Poor build quality, stopped working",1,11,21,1640585858
Decent product for the price,4,2,16,1640661612
Very good quality and value for money,3,12,22,1640737365
Decent product for the price,4,14,35,1640813118
"Terrible experience, would not recommend",3,45,48,1640888872
Packaging was damaged but product works,2,7,8,1640964625
Exceeded my expectations,1,0,1,1641040378
Fast delivery and excellent quality,3,12,31,1641116132
Packaging was damaged but product works,1,22,49,1641191885
"Terrible experience, would not recommend",2,21,21,1641267639
Packaging was damaged but product works,5,35,42,1641343392
Not satisfied with the quality,3,4,12,1641419145
"Great product, works perfectly",4,7,7,1641494899
Exceeded my expectations,5,0,0,1641570652
"Terrible experience, would not recommend",5,2,16,1641646406
"Poor build quality, stopped working",4,1,11,1641722159
Fast delivery and excellent quality,5,2,3,1641797912
"Poor build quality, stopped working",3,11,12,1641873666
"Great product, works perfectly",3,22,30,1641949419
Exceeded my expectations,3,39,40,1642025173
"Great product, works perfectly",4,0,6,1642100926
"Average product, nothing special",4,12,22,1642176679
"Poor build quality, stopped working",3,6,23,1642252433
"Great product, works perfectly",2,0,4,1642328186
"Great product, works perfectly",4,3,4,1642403939
Packaging was damaged but product works,2,13,16,1642479693
"Terrible experience, would not recommend",4,13,29,1642555446
Packaging was damaged but product works,4,2,8,1642631200
"Average product, nothing special",5,2,5,1642706953
Decent product for the price,5,23,24,1642782706
Decent product for the price,5,13,18,1642858460
Packaging was damaged but product works,4,7,15,1642934213
Very good quality and value for money,5,4,20,1643009967
"Poor build quality, stopped working",4,1,1,1643085720
Packaging was damaged but product works,2,2,9,1643161473
Not satisfied with the quality,1,14,15,1643237227
Not satisfied with the quality,3,3,36,1643312980
Fast delivery and excellent quality,3,13,14,1643388734
"Average product, nothing special",4,3,12,1643464487
"Average product, nothing special",5,7,12,1643540240
Packaging was damaged but product works,2,5,31,1643615994
Exceeded my expectations,2,30,44,1643691747
"Great product, works perfectly",5,5,46,1643767501
"Terrible experience, would not recommend",2,34,45,1643843254
"Great product, works perfectly",4,6,7,1643919007
"Great product, works perfectly",4,28,42,1643994761
"Average product, nothing special",4,2,17,1644070514
"Average product, nothing special",1,10,35,1644146267
Not satisfied with the quality,1,2,25,1644222021
"Average product, nothing special",2,9,9,1644297774
Packaging was damaged but product works,4,17,30,1644373528
Not satisfied with the quality,4,32,32,1644449281
"Poor build quality, stopped working",2,15,28,1644525034
"Great product, works perfectly",4,2,4,1644600788
"Poor build quality, stopped working",5,9,12,1644676541
"Great product, works perfectly",1,0,0,1644752295
"Great product, works perfectly",4,0,22,1644828048
Fast delivery and excellent quality,4,35,39,1644903801
"Great product, works perfectly",3,2,2,1644979555
Exceeded my expectations,3,0,2,1645055308
"Poor build quality, stopped working",4,3,6,1645131062
"Great product, works perfectly",5,12,35,1645206815
Very good quality and value for money,5,23,34,1645282568
Very good quality and value for money,4,11,14,1645358322
Very good quality and value for money,5,31,39,1645434075
Packaging was damaged but product works,3,0,2,1645509829
Not satisfied with the quality,4,4,28,1645585582
"Poor build quality, stopped working",4,23,29,1645661335
"Great product, works perfectly",2,35,38,1645737089
Decent product for the price,5,14,17,1645812842
Not satisfied with the quality,4,2,10,1645888595
Decent product for the price,3,20,42,1645964349
"Terrible experience, would not recommend",5,20,48,1646040102
Exceeded my expectations,1,5,37,1646115856
"Terrible experience, would not recommend",3,8,39,1646191609
"Average product, nothing special",1,0,0,1646267362
Not satisfied with the quality,5,0,28,1646343116
Decent product for the price,5,9,9,1646418869
Fast delivery and excellent quality,3,13,27,1646494623
"Great product, works perfectly",4,5,30,1646570376
Packaging was damaged but product works,3,0,18,1646646129
"Poor build quality, stopped working",5,1,2,1646721883
"Great product, works perfectly",4,33,35,1646797636
"Poor build quality, stopped working",3,10,42,1646873390
Fast delivery and excellent quality,5,2,14,1646949143
"Great product, works perfectly",3,5,32,1647024896
Exceeded my expectations,2,5,40,1647100650
"Average product, nothing special",4,19,42,1647176403
Very good quality and value for money,5,20,44,1647252156
Fast delivery and excellent quality,3,1,25,1647327910
"Average product, nothing special",1,9,15,1647403663
"Great product, works perfectly",3,30,35,1647479417
Decent product for the price,4,25,32,1647555170
"Average product, nothing special",2,9,19,1647630923
Packaging was damaged but product works,4,6,12,1647706677
"Average product, nothing special",5,5,32,1647782430
"Terrible experience, would not recommend",4,3,4,1647858184
Exceeded my expectations,3,29,36,1647933937
Fast delivery and excellent quality,3,13,13,1648009690
Very good quality and value for money,2,4,26,1648085444
"Great product, works perfectly",5,22,22,1648161197
Fast delivery and excellent quality,3,0,13,1648236951
Not satisfied with the quality,3,33,39,1648312704
Fast delivery and excellent quality,4,0,3,1648388457
Packaging was damaged but product works,3,21,38,1648464211
Fast delivery and excellent quality,4,6,18,1648539964
Not satisfied with the quality,1,40,46,1648615718
"Average product, nothing special",5,0,3,1648691471
"Terrible experience, would not recommend",5,15,29,1648767224
"Average product, nothing special",4,10,18,1648842978
"Average product, nothing special",5,11,30,1648918731
Not satisfied with the quality,2,14,30,1648994484
"Poor build quality, stopped working",4,1,8,1649070238
Very good quality and value for money,4,2,12,1649145991
Not satisfied with the quality,4,4,13,1649221745
"Average product, nothing special",3,10,45,1649297498
Fast delivery and excellent quality,3,1,9,1649373251
Very good quality and value for money,2,44,47,1649449005
"Great product, works perfectly",3,3,30,1649524758
Decent product for the price,2,35,36,1649600512
"Great product, works perfectly",5,15,22,1649676265
Packaging was damaged but product works,2,22,26,1649752018
"Average product, nothing special",1,5,5,1649827772
Fast delivery and excellent quality,4,11,25,1649903525
"Poor build quality, stopped working",4,0,1,1649979279
"Terrible experience, would not recommend",5,31,44,1650055032
"Terrible experience, would not recommend",4,9,12,1650130785
Very good quality and value for money,3,39,49,1650206539
"Poor build quality, stopped working",5,5,18,1650282292
Decent product for the price,4,0,0,1650358046
"Great product, works perfectly",1,21,39,1650433799
Decent product for the price,4,13,31,1650509552
Exceeded my expectations,5,16,21,1650585306
"Great product, works perfectly",3,20,47,1650661059
"Great product, works perfectly",3,18,28,1650736812
"Great product, works perfectly",2,1,1,1650812566
Fast delivery and excellent quality,2,14,39,1650888319
Not satisfied with the quality,3,14,37,1650964073
Fast delivery and excellent quality,4,0,47,1651039826
"Terrible experience, would not recommend",1,7,10,1651115579
Fast delivery and excellent quality,5,11,16,1651191333
Decent product for the price,5,9,42,1651267086
Fast delivery and excellent quality,4,5,7,1651342840
Not satisfied with the quality,5,9,21,1651418593
Very good quality and value for money,1,1,3,1651494346
"Poor build quality, stopped working",4,3,10,1651570100
Very good quality and value for money,4,4,7,1651645853
Exceeded my expectations,5,5,8,1651721607
"Terrible experience, would not recommend",5,15,25,1651797360
Exceeded my expectations,3,0,1,1651873113
Exceeded my expectations,5,8,15,1651948867
"Poor build quality, stopped working",2,14,30,1652024620
"Poor build quality, stopped working",5,5,5,1652100373
Not satisfied with the quality,5,18,20,1652176127
Not satisfied with the quality,2,8,25,1652251880
Very good quality and value for money,5,3,18,1652327634
Not satisfied with the quality,1,20,27,1652403387
Not satisfied with the quality,3,6,7,1652479140
Packaging was damaged but product works,4,5,13,1652554894
"Average product, nothing special",4,7,23,1652630647
Very good quality and value for money,5,23,47,1652706401
"Poor build quality, stopped working",4,7,43,1652782154
Very good quality and value for money,4,18,36,1652857907
"Poor build quality, stopped working",5,14,25,1652933661
Fast delivery and excellent quality,5,15,30,1653009414
"Average product, nothing special",1,29,31,1653085168
Packaging was damaged but product works,5,21,49,1653160921
Packaging was damaged but product works,1,8,40,1653236674
Decent product for the price,5,1,1,1653312428
"Terrible experience, would not recommend",3,11,24,1653388181
"Poor build quality, stopped working",2,3,43,1653463935
"Terrible experience, would not recommend",3,0,1,1653539688
Fast delivery and excellent quality,4,7,41,1653615441
Packaging was damaged but product works,3,0,0,1653691195
Fast delivery and excellent quality,1,0,35,1653766948
Exceeded my expectations,4,11,11,1653842701
"Average product, nothing special",5,5,8,1653918455
Decent product for the price,3,35,35,1653994208
Fast delivery and excellent quality,2,10,40,1654069962
Decent product for the price,3,4,27,1654145715
"Average product, nothing special",1,23,37,1654221468
Very good quality and value for money,5,17,32,1654297222
Fast delivery and excellent quality,5,19,41,1654372975
Not satisfied with the quality,4,27,45,1654448729
"Great product, works perfectly",3,12,21,1654524482
Packaging was damaged but product works,5,4,24,1654600235
Packaging was damaged but product works,4,0,17,1654675989
Packaging was damaged but product works,5,5,5,1654751742
Very good quality and value for money,4,17,17,1654827496
"Great product, works perfectly",5,13,15,1654903249
"Average product, nothing special",4,4,14,1654979002
Very good quality and value for money,3,30,47,1655054756
Packaging was damaged but product works,5,5,7,1655130509
Packaging was damaged but product works,4,10,12,1655206263
"Terrible experience, would not recommend",4,24,42,1655282016
Decent product for the price,2,4,6,1655357769
Decent product for the price,4,15,16,1655433523
"Terrible experience, would not recommend",4,11,49,1655509276
Exceeded my expectations,2,19,31,1655585029
"Terrible experience, would not recommend",1,17,21,1655660783
Decent product for the price,4,1,12,1655736536
Packaging was damaged but product works,5,22,46,1655812290
Not satisfied with the quality,4,12,22,1655888043
Decent product for the price,2,26,28,1655963796
"Great product, works perfectly",4,16,21,1656039550
Not satisfied with the quality,1,0,0,1656115303
Very good quality and value for money,3,16,28,1656191057
Decent product for the price,2,47,47,1656266810
"Average product, nothing special",2,4,4,1656342563
Fast delivery and excellent quality,2,30,34,1656418317
Fast delivery and excellent quality,3,2,9,1656494070
"Great product, works perfectly",1,16,18,1656569824
"Poor build quality, stopped working",3,25,36,1656645577
Fast delivery and excellent quality,4,6,6,1656721330
"Great product, works perfectly",4,5,45,1656797084
"Poor build quality, stopped working",3,27,34,1656872837
Very good quality and value for money,5,7,44,1656948590
"Poor build quality, stopped working",2,6,12,1657024344
"Average product, nothing special",4,9,9,1657100097
Decent product for the price,1,0,1,1657175851
Fast delivery and excellent quality,1,2,5,1657251604
Packaging was damaged but product works,4,5,7,1657327357
"Terrible experience, would not recommend",4,28,35,1657403111
Decent product for the price,5,22,24,1657478864
Very good quality and value for money,4,31,43,1657554618
Very good quality and value for money,5,9,46,1657630371
"Great product, works perfectly",1,26,39,1657706124
Exceeded my expectations,1,0,6,1657781878
"Poor build quality, stopped working",1,0,45,1657857631
"Poor build quality, stopped working",2,6,22,1657933385
"Great product, works perfectly",4,12,18,1658009138
"Terrible experience, would not recommend",4,2,45,1658084891
Packaging was damaged but product works,1,18,21,1658160645
Very good quality and value for money,5,4,12,1658236398
Decent product for the price,5,10,20,1658312152
"Terrible experience, would not recommend",3,0,0,1658387905
Packaging was damaged but product works,1,17,18,1658463658
Exceeded my expectations,2,5,32,1658539412
Decent product for the price,2,2,3,1658615165
"Great product, works perfectly",2,4,41,1658690918
Decent product for the price,4,0,2,1658766672
"Average product, nothing special",2,18,26,1658842425
Exceeded my expectations,3,27,40,1658918179
"Great product, works perfectly",5,26,34,1658993932
"Great product, works perfectly",4,12,27,1659069685
"Great product, works perfectly",5,4,5,1659145439
Fast delivery and excellent quality,2,5,5,1659221192
"Terrible experience, would not recommend",3,42,43,1659296946
Packaging was damaged but product works,4,20,22,1659372699
"Poor build quality, stopped working",1,20,32,1659448452
Very good quality and value for money,1,10,15,1659524206
Very good quality and value for money,4,13,23,1659599959
"Average product, nothing special",4,0,4,1659675713
"Average product, nothing special",3,10,40,1659751466
"Average product, nothing special",4,40,41,1659827219
Not satisfied with the quality,3,4,12,1659902973
"Average product, nothing special",1,16,46,1659978726
Very good quality and value for money,3,7,11,1660054480
Exceeded my expectations,2,4,4,1660130233
Packaging was damaged but product works,1,0,36,1660205986
"Average product, nothing special",5,24,30,1660281740
Exceeded my expectations,4,26,27,1660357493
Not satisfied with the quality,5,24,27,1660433246
Not satisfied with the quality,3,7,29,1660509000
"Poor build quality, stopped working",3,4,17,1660584753
Fast delivery and excellent quality,2,29,43,1660660507
Fast delivery and excellent quality,1,18,26,1660736260
Decent product for the price,2,7,34,1660812013
Fast delivery and excellent quality,5,16,25,1660887767
Decent product for the price,4,18,38,1660963520
"Terrible experience, would not recommend",4,43,48,1661039274
Fast delivery and excellent quality,4,14,17,1661115027
Not satisfied with the quality,5,26,32,1661190780
"Poor build quality, stopped working",1,12,24,1661266534
Exceeded my expectations,3,13,30,1661342287
"Average product, nothing special",3,36,36,1661418041
Fast delivery and excellent quality,5,1,1,1661493794
Decent product for the price,5,29,32,1661569547
Exceeded my expectations,2,38,38,1661645301
"Great product, works perfectly",5,12,42,1661721054
Very good quality and value for money,5,15,42,1661796808
Fast delivery and excellent quality,2,11,31,1661872561
Very good quality and value for money,3,6,17,1661948314
Fast delivery and excellent quality,3,15,16,1662024068
"Great product, works perfectly",5,26,33,1662099821
"Average product, nothing special",2,34,38,1662175574
"Terrible experience, would not recommend",5,6,6,1662251328
Packaging was damaged but product works,3,27,41,1662327081
Exceeded my expectations,5,34,34,1662402835
Exceeded my expectations,3,6,29,1662478588
"Average product, nothing special",4,1,11,1662554341
"Poor build quality, stopped working",5,19,34,1662630095
Not satisfied with the quality,5,5,10,1662705848
Fast delivery and excellent quality,5,39,43,1662781602
Packaging was damaged but product works,1,3,3,1662857355
"Poor build quality, stopped working",4,6,24,1662933108
Packaging was damaged but product works,2,19,47,1663008862
Not satisfied with the quality,3,17,31,1663084615
Very good quality and value for money,4,17,19,1663160369
Fast delivery and excellent quality,3,14,49,1663236122
Not satisfied with the quality,4,19,30,1663311875
Exceeded my expectations,5,1,3,1663387629
Exceeded my expectations,2,21,37,1663463382
Fast delivery and excellent quality,4,20,46,1663539135
"Terrible experience, would not recommend",3,0,0,1663614889
"Average product, nothing special",2,1,2,1663690642
"Average product, nothing special",2,17,36,1663766396
Exceeded my expectations,5,12,21,1663842149
Exceeded my expectations,5,8,16,1663917902
Not satisfied with the quality,5,8,13,1663993656
"Great product, works perfectly",5,6,40,1664069409
Decent product for the price,2,0,34,1664145163
"Terrible experience, would not recommend",3,1,12,1664220916
"Poor build quality, stopped working",4,3,34,1664296669
Decent product for the price,4,13,42,1664372423
Not satisfied with the quality,3,1,1,1664448176
Decent product for the price,3,35,46,1664523930
Decent product for the price,4,1,12,1664599683
Not satisfied with the quality,4,7,15,1664675436
Exceeded my expectations,2,17,17,1664751190
Exceeded my expectations,4,2,6,1664826943
Fast delivery and excellent quality,4,13,44,1664902697
Decent product for the price,4,19,35,1664978450
"Poor build quality, stopped working",2,24,40,1665054203
Not satisfied with the quality,5,9,29,1665129957
"Poor build quality, stopped working",1,7,41,1665205710
Packaging was damaged but product works,3,27,40,1665281463
"Average product, nothing special",5,6,6,1665357217
Fast delivery and excellent quality,4,13,14,1665432970
"Average product, nothing special",3,20,39,1665508724
Fast delivery and excellent quality,4,7,18,1665584477
"Terrible experience, would not recommend",4,30,42,1665660230
Not satisfied with the quality,5,36,36,1665735984
"Average product, nothing special",5,1,1,1665811737
"Poor build quality, stopped working",4,39,41,1665887491
Not satisfied with the quality,4,41,47,1665963244
"Poor build quality, stopped working",2,10,12,1666038997
Decent product for the price,3,39,39,1666114751
"Average product, nothing special",3,40,40,1666190504
Decent product for the price,4,17,42,1666266258
Exceeded my expectations,4,34,42,1666342011
Packaging was damaged but product works,3,16,30,1666417764
"Terrible experience, would not recommend",1,3,15,1666493518
"Terrible experience, would not recommend",4,14,41,1666569271
"Average product, nothing special",3,26,43,1666645025
Very good quality and value for money,5,0,5,1666720778
Packaging was damaged but product works,1,7,27,1666796531
"Great product, works perfectly",4,1,31,1666872285
Fast delivery and excellent quality,5,30,43,1666948038
"Terrible experience, would not recommend",2,4,9,1667023791
Not satisfied with the quality,4,40,49,1667099545
Exceeded my expectations,1,8,17,1667175298
Decent product for the price,4,1,3,1667251052
"Great product, works perfectly",4,1,8,1667326805
Not satisfied with the quality,3,2,6,1667402558
"Average product, nothing special",4,2,49,1667478312
Packaging was damaged but product works,5,0,7,1667554065
"Terrible experience, would not recommend",2,13,42,1667629819
Fast delivery and excellent quality,1,5,6,1667705572
"Great product, works perfectly",5,37,40,1667781325
"Terrible experience, would not recommend",4,34,39,1667857079
Very good quality and value for money,5,0,2,1667932832
Very good quality and value for money,4,15,16,1668008586
Very good quality and value for money,5,0,1,1668084339
Exceeded my expectations,3,3,14,1668160092
Decent product for the price,5,32,45,1668235846
"Average product, nothing special",5,16,28,1668311599
Not satisfied with the quality,4,27,49,1668387352
"Terrible experience, would not recommend",2,25,47,1668463106
Not satisfied with the quality,3,7,21,1668538859
Not satisfied with the quality,2,1,3,1668614613
"Terrible experience, would not recommend",2,2,5,1668690366
Decent product for the price,3,17,37,1668766119
Exceeded my expectations,4,15,25,1668841873
Exceeded my expectations,4,9,10,1668917626
Packaging was damaged but product works,3,9,25,1668993380
"Average product, nothing special",4,7,16,1669069133
Packaging was damaged but product works,1,11,23,1669144886
Decent product for the price,1,21,27,1669220640
Not satisfied with the quality,2,15,34,1669296393
"Average product, nothing special",4,11,30,1669372147
Packaging was damaged but product works,2,10,12,1669447900
Packaging was damaged but product works,3,19,34,1669523653
Very good quality and value for money,3,2,15,1669599407
Exceeded my expectations,5,0,14,1669675160
"Poor build quality, stopped working",1,26,42,1669750914
Packaging was damaged but product works,4,2,17,1669826667
"Great product, works perfectly",4,11,46,1669902420
Very good quality and value for money,5,29,36,1669978174
Not satisfied with the quality,5,8,47,1670053927
Fast delivery and excellent quality,1,36,47,1670129680
Exceeded my expectations,2,0,48,1670205434
Decent product for the price,5,3,40,1670281187
"Terrible experience, would not recommend",4,14,26,1670356941
Decent product for the price,4,26,34,1670432694
Very good quality and value for money,4,7,44,1670508447
"Great product, works perfectly",4,22,34,1670584201
Decent product for the price,5,14,27,1670659954
"Great product, works perfectly",5,26,38,1670735708
"Terrible experience, would not recommend",5,30,37,1670811461
Fast delivery and excellent quality,3,6,8,1670887214
Exceeded my expectations,5,7,11,1670962968
Exceeded my expectations,1,13,14,1671038721
"Poor build quality, stopped working",2,9,20,1671114475
